,prj_led,admin_roles,isEmployee,type,rsc_prj,rsc_department,proprietary,task,activity,action,user_task_corr,user_prj_corr,user_department_corr,expertise
30548,0,10,1,21,12,1,0,11100,36,True,0,0,0,0
5901,21,10,0,21,21,2,0,12100,32,True,0,1,1,0
42718,0,10,0,21,11,3,0,5120,35,True,0,0,0,0
16739,12,10,1,20,21,2,0,21100,33,True,0,0,0,0
51901,0,10,1,21,31,1,0,1210,33,True,0,0,1,0
52641,73,10,1,22,72,6,0,61100,34,True,0,0,0,0
15446,0,10,1,20,21,1,0,1210,34,True,1,1,0,0
37501,0,10,0,21,21,1,0,1210,33,True,0,0,0,2
26693,21,10,0,20,11,1,0,2220,36,True,0,0,1,0
35316,11,10,1,22,11,2,0,11100,33,True,0,1,0,0
35365,22,10,0,20,11,1,0,2120,33,True,0,0,0,2
32334,22,10,1,22,12,1,0,11100,36,True,0,0,0,0
6883,0,10,1,21,12,2,0,12200,36,True,0,0,0,0
52468,73,10,0,20,73,6,1,5120,32,True,0,1,0,0
51533,0,10,0,20,41,1,0,11100,35,True,0,0,1,0
26767,0,10,0,20,21,1,0,2110,33,True,0,0,1,0
12261,22,10,0,20,12,1,0,11200,36,True,0,0,1,0
40156,0,10,0,22,31,1,0,7310,36,True,0,1,0,2
41294,52,10,1,20,41,2,1,51100,31,True,0,0,1,0
1852,22,10,0,21,21,1,0,11200,32,True,0,0,0,1
3423,0,10,1,20,21,2,0,2220,35,True,1,0,0,0
39778,0,10,0,21,11,2,0,2110,32,True,0,0,0,0
26606,22,10,0,20,22,1,0,2220,30,True,0,1,1,0
44185,71,10,0,21,51,7,0,12100,32,True,0,0,1,2
28864,0,10,0,20,22,1,1,2110,31,True,0,0,1,0
5273,22,10,0,21,12,1,0,12100,35,True,0,0,0,0
9713,0,10,1,21,21,2,0,2210,32,True,0,1,0,0
33466,22,10,1,22,11,1,0,12200,31,True,0,0,0,0
25886,0,10,1,20,22,2,0,2110,33,True,0,1,0,0
10215,22,10,0,21,22,1,0,21200,31,True,0,1,1,1
44887,62,10,0,22,72,7,0,2210,35,True,0,0,1,0
45574,73,10,1,21,51,5,0,11100,35,True,0,0,1,0
33349,21,10,1,22,22,2,0,2120,33,True,0,0,0,0
21372,0,10,1,20,12,1,0,12200,30,True,0,1,0,2
24993,22,10,0,22,21,1,0,22100,33,True,0,0,0,0
26442,0,10,0,22,22,1,0,1220,34,True,0,0,0,0
11450,0,10,1,21,11,2,0,11200,32,True,0,0,0,0
33057,12,10,0,20,11,1,0,1120,31,True,0,0,0,0
20028,22,10,1,22,12,2,0,2220,33,True,0,0,0,1
8271,0,10,0,22,21,1,0,2110,36,True,0,0,0,2
38358,11,10,1,21,11,1,0,2220,32,True,0,1,0,0
42672,21,10,0,20,12,8,0,5120,33,True,0,0,0,0
42003,22,10,0,20,11,4,0,52200,36,True,0,0,0,0
2125,21,10,0,22,21,2,0,11200,32,True,0,1,1,0
4634,0,10,0,21,12,1,0,2110,34,True,0,0,0,0
2270,0,10,1,20,12,2,0,11200,36,True,0,1,0,0
21246,0,10,1,22,21,1,0,11100,34,True,0,0,0,2
41328,62,10,1,21,72,2,0,41100,36,True,0,0,0,0
4978,21,10,0,22,12,2,0,11200,34,True,0,0,1,0
33245,11,10,1,21,11,2,0,1120,34,True,0,1,0,0
44905,42,10,0,21,52,3,0,11100,31,True,0,0,0,0
45026,0,10,1,22,52,5,0,12200,35,True,0,0,0,2
18436,12,10,0,20,21,1,0,22100,33,True,0,0,0,2
12545,22,10,0,21,12,2,0,21200,36,True,0,0,0,2
39546,21,10,0,22,21,2,0,2220,34,True,0,1,0,0
11540,0,10,0,21,12,2,0,1110,34,True,0,0,0,0
47354,22,10,1,22,11,4,0,1220,33,True,1,0,0,0
3033,0,10,0,20,22,2,0,1110,34,True,0,0,0,0
34759,11,10,0,20,11,2,1,2120,32,True,0,1,0,2
35500,0,10,0,21,22,1,0,11100,34,True,0,0,0,2
13617,0,10,0,21,22,1,0,1210,34,True,0,0,0,0
40344,72,10,1,21,62,2,0,4210,31,True,0,0,1,2
50680,31,10,0,20,71,1,0,2120,30,True,0,0,0,0
33542,0,10,0,20,21,1,0,22100,33,True,0,0,0,0
6306,22,10,0,21,21,2,0,21100,32,True,0,0,0,2
44078,0,10,1,22,72,4,0,21200,33,True,0,0,1,1
9442,22,10,0,21,12,1,0,2220,31,True,0,0,0,0
37121,0,10,1,22,21,2,0,2220,32,True,0,0,0,0
51104,61,10,0,21,74,1,0,2110,31,True,0,0,0,0
33744,12,10,1,22,21,1,0,21200,32,True,0,0,0,0
42306,0,10,1,22,21,8,0,3220,36,True,0,0,0,1
15706,11,10,0,22,12,2,0,2210,33,True,0,0,0,0
1967,0,10,0,21,11,1,0,2220,36,True,0,0,0,0
19679,12,10,0,20,12,1,0,22100,35,True,1,1,1,0
18605,11,10,0,21,12,2,0,1210,33,True,0,0,0,0
46243,0,10,0,22,11,3,0,21200,35,True,0,1,0,0
20794,12,10,0,21,12,1,0,2210,31,True,0,1,1,0
43211,0,10,0,22,11,3,0,31200,34,True,0,0,0,0
31459,0,10,1,20,22,1,0,2110,33,True,0,0,1,0
25315,21,10,1,21,21,1,0,1110,35,True,0,1,0,0
22474,12,10,1,22,22,2,0,1120,35,True,1,0,0,1
20137,0,10,0,21,11,1,0,21200,32,True,0,0,1,2
12305,22,10,1,22,12,1,0,2210,31,True,0,0,1,2
17962,0,10,0,22,21,1,0,2110,36,True,0,0,0,0
41941,32,10,0,21,74,1,0,7110,36,True,0,0,0,0
27118,0,10,1,22,12,1,0,1210,33,True,0,0,0,1
12942,0,10,1,20,12,1,0,22100,35,True,0,0,0,0
12773,0,10,1,20,12,1,0,21200,32,True,0,0,1,0
2715,12,10,0,21,12,2,0,2220,30,True,0,1,0,2
30107,12,10,0,20,22,1,0,12100,34,True,0,0,0,0
25124,0,10,1,22,21,1,0,21100,36,True,0,0,0,2
22267,0,10,0,21,22,1,0,11100,36,True,0,0,0,0
50730,0,10,0,20,41,2,0,11200,31,True,0,1,0,2
34556,22,10,1,21,12,2,0,11100,31,True,0,0,1,2
14926,0,10,0,21,22,2,0,11100,32,True,0,0,0,0
50640,32,10,1,20,72,2,0,2120,34,True,0,0,0,0
8820,0,10,1,20,22,1,0,21100,35,True,0,1,1,0
4109,11,10,1,21,22,1,0,11100,32,True,0,0,0,0
21751,0,10,0,21,21,2,0,12200,32,True,0,0,0,0
11011,0,10,0,21,22,2,0,2220,30,True,0,1,0,1
1889,11,10,0,22,11,2,0,12200,30,True,0,1,1,0
33348,21,10,1,20,21,2,0,2220,36,True,1,1,1,0
36636,22,10,0,20,11,1,0,12200,36,True,0,0,0,0
40952,0,10,0,22,41,2,0,5120,31,True,0,0,0,0
13752,21,10,0,21,12,1,0,1120,32,True,0,0,1,0
49245,0,10,0,20,12,2,0,41200,35,True,0,0,1,0
50585,0,10,0,20,52,1,0,21100,34,True,1,0,0,0
42035,12,10,0,20,12,6,0,52100,36,True,0,1,0,0
32909,0,10,0,20,12,2,0,22100,35,True,0,0,0,0
22839,0,10,0,20,11,1,0,21200,35,True,1,1,0,2
42988,21,10,0,22,12,8,0,32100,34,True,0,0,0,0
18235,12,10,0,20,22,2,0,12100,31,True,0,0,1,0
43645,0,10,1,22,22,6,0,31200,32,True,0,0,0,0
28679,0,10,1,21,12,1,0,2120,31,True,0,0,0,0
5747,0,10,0,22,21,1,0,21200,32,True,0,0,0,0
26092,22,10,0,21,12,2,0,12100,36,True,0,0,0,0
27476,0,10,1,21,11,1,0,21200,33,True,0,0,1,0
30354,11,10,0,22,11,1,0,11200,33,True,0,1,0,0
28716,11,10,1,22,22,1,0,2120,36,True,0,0,1,0
2611,12,10,1,22,21,2,0,1120,31,True,0,0,0,0
36168,12,10,1,20,22,2,0,2220,30,True,0,0,0,0
32985,12,10,0,21,11,1,0,1120,32,True,0,0,1,0
30644,11,10,0,20,11,2,0,2210,34,True,0,1,0,1
45916,41,10,1,22,62,8,0,12200,33,True,0,0,0,0
36271,0,10,0,20,11,1,0,1110,31,True,0,1,0,2
47086,0,10,1,20,22,6,0,11200,35,True,0,1,1,0
21124,12,10,1,20,22,2,0,2220,35,True,0,0,0,0
28538,12,10,0,20,11,2,0,12200,36,True,0,0,0,0
7628,22,10,1,20,12,2,0,2120,32,True,0,0,1,0
18561,21,10,1,20,11,2,0,12100,36,True,0,0,0,0
50735,0,10,1,22,61,1,0,1110,35,True,0,0,0,2
34139,0,10,1,22,11,2,0,1110,34,True,0,0,0,0
8359,0,10,0,21,11,1,0,1220,33,True,0,0,1,0
4705,0,10,0,21,12,2,0,1110,32,True,0,0,1,0
43848,11,10,0,21,21,7,0,42200,33,True,0,0,0,0
15136,0,10,1,21,21,2,0,12200,33,True,0,0,0,2
20521,12,10,0,22,11,2,0,1210,32,True,0,0,1,1
38526,0,10,1,22,22,1,0,2220,36,True,0,0,0,0
42687,0,10,1,20,21,6,0,72100,30,True,0,1,0,0
6005,11,10,0,22,22,1,0,12100,31,True,0,0,1,0
34423,0,10,0,21,12,1,0,21100,36,True,0,0,0,0
26586,0,10,0,21,12,2,0,1210,31,True,0,0,0,0
49782,22,10,0,22,11,1,0,51100,34,True,0,0,0,0
6009,0,10,0,22,21,1,0,21200,32,True,0,0,1,2
1110,21,10,0,20,21,2,0,12200,30,True,1,1,0,1
14140,0,10,0,21,22,2,0,12100,36,True,0,1,0,0
24442,11,10,0,21,21,1,0,11200,31,True,0,0,0,0
37689,11,10,0,22,11,1,0,2120,33,True,1,1,0,0
10942,22,10,1,22,12,1,0,2110,30,True,0,0,0,0
29077,0,10,1,21,11,1,0,1110,32,True,0,0,0,2
5943,12,10,1,21,22,2,0,12200,36,True,0,0,1,0
39930,0,10,0,22,12,2,0,11200,34,True,0,0,1,2
9335,0,10,1,21,22,2,0,21100,34,True,0,0,0,0
6593,21,10,1,22,22,1,0,1110,34,True,0,0,0,2
20184,11,10,0,21,22,1,0,1120,33,True,0,0,0,0
51302,32,10,1,22,73,2,0,1120,32,True,0,0,0,2
3585,12,10,0,20,22,1,0,11100,36,True,0,0,0,0
51611,0,10,0,21,74,1,0,11200,30,True,0,0,0,0
14321,12,10,1,20,21,1,0,11100,34,True,0,0,0,0
46971,11,10,0,22,22,8,0,12200,32,True,0,0,0,2
27158,0,10,0,22,12,2,0,2110,36,True,0,0,0,1
65,11,10,0,21,11,2,0,1220,31,True,1,1,0,0
10578,21,10,1,20,11,1,0,21100,35,True,0,0,1,0
14618,22,10,0,20,22,2,0,22100,35,True,0,1,1,0
37280,22,10,0,21,12,2,0,21100,34,True,0,0,1,0
46917,0,10,0,20,22,5,0,12100,31,True,0,0,0,2
45135,32,10,0,22,71,6,0,1110,31,True,0,0,0,0
46845,12,10,0,22,21,6,0,2210,32,True,0,0,0,2
7239,21,10,0,21,12,1,0,1210,31,True,0,0,0,0
32869,12,10,0,20,21,2,0,1210,35,True,0,0,0,0
43298,0,10,0,21,22,8,0,52200,34,True,0,0,0,2
12898,0,10,0,22,21,2,0,11200,36,True,0,0,0,1
21709,0,10,1,22,22,1,0,1120,35,True,0,0,0,0
38758,0,10,0,20,11,1,0,12100,36,True,0,1,0,2
48978,22,10,0,22,11,1,0,72100,36,True,0,0,0,0
7038,12,10,1,21,12,2,1,12100,30,True,0,1,0,1
39746,11,10,1,20,12,1,1,1210,31,True,0,0,1,0
25500,0,10,1,21,21,2,0,11200,33,True,0,0,0,2
16651,0,10,0,20,22,2,0,21200,34,True,0,0,0,0
10928,12,10,0,21,12,2,0,1210,34,True,0,1,0,0
3130,0,10,0,20,21,2,1,1120,31,True,0,1,1,0
22014,0,10,0,22,22,1,0,1120,33,True,0,0,1,0
39862,11,10,0,22,21,1,0,2210,31,True,0,0,0,0
19246,22,10,0,21,11,1,0,2210,34,True,0,0,0,2
34694,12,10,0,22,21,1,0,1110,34,True,0,0,1,0
8772,0,10,1,21,22,1,0,12200,34,True,0,0,0,2
30466,0,10,0,21,12,1,0,2220,36,True,1,0,0,2
28153,0,10,0,22,22,1,0,1210,35,True,0,1,0,1
23255,0,10,0,20,21,1,0,12100,34,True,0,0,0,0
30482,0,10,0,22,21,2,0,21100,32,True,0,1,0,0
36874,11,10,0,22,12,2,0,11100,36,True,0,0,0,0
38080,21,10,0,21,22,1,0,12100,31,True,0,0,0,2
675,12,10,0,22,11,1,0,2210,30,True,0,0,0,0
41672,74,10,1,22,31,1,0,3220,36,True,0,0,1,0
39051,21,10,1,21,21,1,0,12100,30,True,0,1,0,0
50756,0,10,1,20,51,1,0,11100,33,True,0,1,0,0
24624,11,10,1,21,21,1,0,11200,32,True,0,0,0,0
3783,21,10,0,21,12,2,0,22100,31,True,0,0,0,2
37733,0,10,0,22,12,2,0,2120,31,True,0,1,0,0
44903,0,10,1,20,71,4,0,2110,34,True,0,0,0,0
25562,0,10,1,21,22,1,0,21100,34,True,0,1,0,0
44407,0,10,1,21,74,7,0,2220,32,True,0,0,0,2
25083,21,10,1,21,21,2,1,2210,32,True,0,1,0,0
47887,12,10,0,20,22,4,0,2220,33,True,0,0,0,0
39250,12,10,1,22,11,1,0,11100,34,True,0,0,1,0
7669,12,10,0,20,22,1,0,1120,36,True,0,0,0,0
15724,12,10,1,21,11,2,0,2210,31,True,1,0,0,2
52715,0,10,1,20,62,4,0,7320,34,True,0,0,0,2
9908,0,10,1,20,22,2,0,12200,35,True,0,0,0,2
15664,11,10,0,20,21,1,0,12200,35,True,0,0,0,0
20638,22,10,1,22,11,2,0,11200,31,True,0,0,1,1
40052,51,10,1,21,74,1,0,4210,36,True,0,0,0,0
47318,0,10,1,21,11,5,0,11200,35,True,0,1,0,0
22820,21,10,1,22,21,2,0,1220,34,True,0,1,1,0
29565,0,10,0,21,11,2,0,1210,32,True,0,1,1,0
2330,0,10,1,20,22,1,0,22100,35,True,0,0,0,0
36061,11,10,0,22,21,1,0,2210,31,True,0,0,0,0
8769,0,10,0,22,21,1,0,11100,30,True,0,0,0,0
41956,0,10,1,20,73,2,1,72100,30,True,0,0,1,1
49704,0,10,1,22,11,1,0,5110,34,True,0,1,0,0
35827,0,10,0,20,12,1,0,11200,30,True,0,0,0,0
20276,0,10,0,22,12,1,0,2210,31,True,0,1,1,2
