,node_a,node_b,dist,audi
0,107.0,2211.0,0.0,2.0
1,456.0,9625.0,0.0,2.0
2,1.0,9596.0,0.0,2.0
3,1477.0,9672.0,0.0,2.0
4,1521.0,15697.0,0.0,2.0
5,4.0,5037.0,0.0,2.0
6,5.0,65.0,0.0,2.0
7,6.0,2636.0,0.0,2.0
8,278.0,389.0,0.0,2.0
9,29949.0,37371.0,0.0,3.0
10,685.0,4051.0,0.0,2.0
11,10.0,5099.0,0.0,2.0
12,11.0,2144.0,0.0,2.0
13,13.0,2530.0,0.0,2.0
14,14.0,14672.0,0.0,2.0
15,16.0,100.0,0.0,2.0
16,17.0,17594.0,0.0,2.0
17,20511.0,31481.0,0.0,2.0
18,8442.0,20297.0,0.0,2.0
19,33871.0,37381.0,0.0,3.0
20,34051.0,37380.0,0.0,3.0
21,9559.0,12222.0,0.0,2.0
22,23809.0,37384.0,0.0,3.0
23,904.0,9287.0,0.0,2.0
24,1025.0,1843.0,0.0,2.0
25,1223.0,17148.0,0.0,2.0
26,1390.0,25271.0,0.0,2.0
27,23758.0,37387.0,0.0,3.0
28,2720.0,11611.0,0.0,2.0
29,3022.0,8408.0,0.0,2.0
30,3382.0,16892.0,0.0,2.0
31,1530.0,3674.0,0.0,2.0
32,1680.0,18585.0,0.0,2.0
33,482.0,11425.0,0.0,2.0
34,14298.0,37396.0,0.0,3.0
35,35279.0,37397.0,0.0,4.0
36,591.0,8603.0,0.0,2.0
37,3787.0,6062.0,0.0,2.0
38,24385.0,37400.0,0.0,3.0
39,260.0,1127.0,0.0,2.0
40,5650.0,37402.0,0.0,3.0
41,2593.0,20866.0,0.0,2.0
42,32795.0,35118.0,0.0,2.0
43,283.0,2404.0,0.0,2.0
44,8173.0,37406.0,0.0,3.0
45,11878.0,37407.0,0.0,4.0
46,2901.0,8884.0,0.0,2.0
47,2954.0,13759.0,0.0,2.0
48,3106.0,11607.0,0.0,2.0
49,3931.0,18185.0,0.0,2.0
50,2105.0,14800.0,0.0,2.0
51,2395.0,22237.0,0.0,2.0
52,3731.0,17166.0,0.0,2.0
53,5883.0,9166.0,0.0,2.0
54,6039.0,29688.0,0.0,2.0
55,6836.0,16458.0,0.0,2.0
56,29589.0,37409.0,0.0,3.0
57,33483.0,37419.0,0.0,4.0
58,10972.0,37399.0,0.0,3.0
59,411.0,30382.0,0.0,2.0
60,883.0,31126.0,0.0,2.0
61,9289.0,13476.0,0.0,2.0
62,9944.0,18463.0,0.0,2.0
63,11114.0,17136.0,0.0,2.0
64,16400.0,37411.0,0.0,3.0
65,18089.0,37427.0,0.0,4.0
66,1570.0,21546.0,0.0,2.0
67,2816.0,8152.0,0.0,2.0
68,3181.0,6095.0,0.0,2.0
69,1913.0,14910.0,0.0,2.0
70,4047.0,11008.0,0.0,2.0
71,4977.0,8758.0,0.0,2.0
72,5679.0,16827.0,0.0,2.0
73,6416.0,20447.0,0.0,2.0
74,8284.0,27499.0,0.0,2.0
75,15476.0,17367.0,0.0,2.0
76,18409.0,37426.0,0.0,3.0
77,18534.0,37439.0,0.0,4.0
78,31384.0,37438.0,0.0,3.0
79,1464.0,5395.0,0.0,2.0
80,2219.0,5128.0,0.0,2.0
81,2988.0,23816.0,0.0,2.0
82,6818.0,37443.0,0.0,3.0
83,11683.0,37442.0,0.0,3.0
84,31741.0,37428.0,0.0,5.0
85,21803.0,37412.0,0.0,3.0
86,22984.0,37448.0,0.0,4.0
87,2461.0,3952.0,0.0,2.0
88,2968.0,16285.0,0.0,2.0
89,7513.0,37450.0,0.0,3.0
90,4656.0,21592.0,0.0,2.0
91,5486.0,9599.0,0.0,2.0
92,9545.0,37452.0,0.0,4.0
93,9517.0,16788.0,0.0,2.0
94,11043.0,37455.0,0.0,5.0
95,24366.0,37440.0,0.0,5.0
96,23377.0,37449.0,0.0,5.0
97,357.0,650.0,0.0,2.0
98,421.0,2311.0,0.0,2.0
99,4004.0,37460.0,0.0,3.0
100,1446.0,14246.0,0.0,2.0
101,7299.0,37461.0,0.0,3.0
102,3822.0,31680.0,0.0,2.0
103,4022.0,37462.0,0.0,4.0
104,6338.0,37466.0,0.0,5.0
105,948.0,6328.0,0.0,2.0
106,3268.0,5625.0,0.0,2.0
107,24132.0,25881.0,0.0,2.0
108,24274.0,34599.0,0.0,2.0
109,28246.0,37458.0,0.0,6.0
110,1948.0,5346.0,0.0,2.0
