,node_a,node_b,dist,audi
0,585.0,21308.0,0.0,2.0
1,1.0,2474.0,0.0,2.0
2,3.0,17686.0,0.0,2.0
3,4.0,15910.0,0.0,2.0
4,6.0,25532.0,0.0,2.0
5,7.0,1762.0,0.0,2.0
6,8.0,2481.0,0.0,2.0
7,9.0,672.0,0.0,2.0
8,10.0,29289.0,0.0,2.0
9,11.0,10389.0,0.0,2.0
10,12.0,11731.0,0.0,2.0
11,12192.0,24170.0,0.0,2.0
12,4123.0,6486.0,0.0,2.0
13,5158.0,6098.0,0.0,2.0
14,10015.0,37489.0,0.0,3.0
15,19915.0,37488.0,0.0,3.0
16,31442.0,37490.0,0.0,4.0
17,15913.0,27543.0,0.0,2.0
18,30901.0,37491.0,0.0,4.0
19,16.0,4943.0,0.0,2.0
20,764.0,4457.0,0.0,2.0
21,19.0,8685.0,0.0,2.0
22,20.0,17624.0,0.0,2.0
23,21.0,11430.0,0.0,2.0
24,22.0,4913.0,0.0,2.0
25,24.0,34143.0,0.0,2.0
26,25.0,4364.0,0.0,2.0
27,26.0,2246.0,0.0,2.0
28,804.0,2988.0,0.0,2.0
29,1804.0,31179.0,0.0,2.0
30,5251.0,37504.0,0.0,3.0
31,15974.0,37506.0,0.0,4.0
32,28.0,8736.0,0.0,2.0
33,29.0,543.0,0.0,2.0
34,32.0,6734.0,0.0,2.0
35,33.0,1778.0,0.0,2.0
36,34.0,2231.0,0.0,2.0
37,35.0,1688.0,0.0,2.0
38,36.0,9046.0,0.0,2.0
39,37.0,4824.0,0.0,2.0
40,39.0,5745.0,0.0,2.0
41,40.0,30421.0,0.0,2.0
42,44.0,3800.0,0.0,2.0
43,46.0,22568.0,0.0,2.0
44,48.0,24112.0,0.0,2.0
45,49.0,5418.0,0.0,2.0
46,52.0,13718.0,0.0,2.0
47,53.0,1270.0,0.0,2.0
48,54.0,1377.0,0.0,2.0
49,55.0,1079.0,0.0,2.0
50,58.0,22317.0,0.0,2.0
51,59.0,3709.0,0.0,2.0
52,60.0,10922.0,0.0,2.0
53,63.0,26514.0,0.0,2.0
54,64.0,3100.0,0.0,2.0
55,67.0,4617.0,0.0,2.0
56,68.0,15843.0,0.0,2.0
57,69.0,2709.0,0.0,2.0
58,71.0,2965.0,0.0,2.0
59,72.0,1124.0,0.0,2.0
60,232.0,12710.0,0.0,2.0
61,4310.0,11121.0,0.0,2.0
62,4365.0,13091.0,0.0,2.0
63,5392.0,28188.0,0.0,2.0
64,6504.0,16575.0,0.0,2.0
65,7274.0,15049.0,0.0,2.0
66,9466.0,18385.0,0.0,2.0
67,9555.0,15627.0,0.0,2.0
68,76.0,2654.0,0.0,2.0
69,5922.0,34258.0,0.0,2.0
70,80.0,25686.0,0.0,2.0
71,81.0,9357.0,0.0,2.0
72,82.0,4879.0,0.0,2.0
73,83.0,4234.0,0.0,2.0
74,85.0,14990.0,0.0,2.0
75,86.0,25467.0,0.0,2.0
76,88.0,4115.0,0.0,2.0
77,89.0,15039.0,0.0,2.0
78,21587.0,29942.0,0.0,2.0
79,490.0,31091.0,0.0,2.0
80,161.0,26628.0,0.0,2.0
81,5113.0,7760.0,0.0,2.0
82,8641.0,10696.0,0.0,2.0
83,12813.0,29893.0,0.0,2.0
84,749.0,7535.0,0.0,2.0
85,1261.0,8008.0,0.0,2.0
86,1653.0,13778.0,0.0,2.0
87,2105.0,12423.0,0.0,2.0
88,3018.0,5604.0,0.0,2.0
89,3078.0,9556.0,0.0,2.0
90,3504.0,7392.0,0.0,2.0
91,3964.0,15892.0,0.0,2.0
92,481.0,16514.0,0.0,2.0
93,3779.0,5774.0,0.0,2.0
94,13018.0,37569.0,0.0,3.0
95,93.0,7198.0,0.0,2.0
96,94.0,6896.0,0.0,2.0
97,96.0,10280.0,0.0,2.0
98,1307.0,22444.0,0.0,2.0
99,3920.0,4681.0,0.0,2.0
100,12893.0,37575.0,0.0,3.0
101,98.0,4089.0,0.0,2.0
102,100.0,4925.0,0.0,2.0
103,101.0,8632.0,0.0,2.0
104,102.0,13578.0,0.0,2.0
105,3195.0,22683.0,0.0,2.0
106,607.0,26816.0,0.0,2.0
107,2257.0,9957.0,0.0,2.0
108,2764.0,10236.0,0.0,2.0
109,2842.0,10737.0,0.0,2.0
110,2977.0,4158.0,0.0,2.0
111,3219.0,7006.0,0.0,2.0
112,3581.0,4305.0,0.0,2.0
113,7993.0,37586.0,0.0,3.0
114,14624.0,37588.0,0.0,3.0
115,5040.0,9491.0,0.0,2.0
116,5841.0,6325.0,0.0,2.0
117,5955.0,30581.0,0.0,2.0
118,9154.0,37592.0,0.0,3.0
119,6449.0,9743.0,0.0,2.0
120,6675.0,12464.0,0.0,2.0
121,26222.0,37587.0,0.0,3.0
122,106.0,16616.0,0.0,2.0
123,109.0,941.0,0.0,2.0
124,111.0,1936.0,0.0,2.0
125,113.0,19394.0,0.0,2.0
126,114.0,6426.0,0.0,2.0
127,116.0,3184.0,0.0,2.0
128,117.0,15006.0,0.0,2.0
129,120.0,4806.0,0.0,2.0
130,121.0,26321.0,0.0,2.0
131,122.0,7398.0,0.0,2.0
132,124.0,1711.0,0.0,2.0
133,125.0,31959.0,0.0,2.0
134,126.0,3416.0,0.0,2.0
135,127.0,5208.0,0.0,2.0
136,128.0,17424.0,0.0,2.0
137,129.0,8024.0,0.0,2.0
138,131.0,11341.0,0.0,2.0
139,132.0,8569.0,0.0,2.0
140,133.0,2601.0,0.0,2.0
141,135.0,15709.0,0.0,2.0
142,136.0,4962.0,0.0,2.0
143,137.0,22657.0,0.0,2.0
144,138.0,10444.0,0.0,2.0
145,139.0,30868.0,0.0,2.0
146,140.0,278.0,0.0,2.0
147,141.0,8896.0,0.0,2.0
148,2025.0,12126.0,0.0,2.0
149,143.0,11983.0,0.0,2.0
150,145.0,1255.0,0.0,2.0
151,146.0,6207.0,0.0,2.0
152,148.0,14745.0,0.0,2.0
153,149.0,14110.0,0.0,2.0
154,150.0,9051.0,0.0,2.0
155,152.0,2451.0,0.0,2.0
156,1859.0,5586.0,0.0,2.0
157,2798.0,10009.0,0.0,2.0
158,3038.0,25133.0,0.0,2.0
159,11418.0,37502.0,0.0,3.0
160,4747.0,8345.0,0.0,2.0
161,9838.0,37632.0,0.0,3.0
162,8491.0,37636.0,0.0,3.0
163,22126.0,37638.0,0.0,4.0
164,13362.0,37637.0,0.0,4.0
165,16340.0,37633.0,0.0,3.0
166,156.0,2023.0,0.0,2.0
167,158.0,9159.0,0.0,2.0
168,160.0,494.0,0.0,2.0
169,162.0,34997.0,0.0,2.0
170,163.0,27508.0,0.0,2.0
171,164.0,2014.0,0.0,2.0
172,554.0,13967.0,0.0,2.0
173,168.0,422.0,0.0,2.0
174,169.0,4936.0,0.0,2.0
175,5052.0,34689.0,0.0,2.0
176,172.0,29067.0,0.0,2.0
177,1931.0,6531.0,0.0,2.0
178,9987.0,37653.0,0.0,3.0
179,10657.0,37654.0,0.0,4.0
180,20069.0,37655.0,0.0,5.0
181,11407.0,13483.0,0.0,2.0
182,176.0,2235.0,0.0,2.0
183,177.0,29939.0,0.0,2.0
184,178.0,8578.0,0.0,2.0
185,1262.0,21616.0,0.0,2.0
186,1460.0,17847.0,0.0,2.0
187,4639.0,4884.0,0.0,2.0
188,9038.0,37663.0,0.0,3.0
189,17202.0,37664.0,0.0,4.0
190,1349.0,13276.0,0.0,2.0
191,16717.0,27796.0,0.0,2.0
192,1912.0,6468.0,0.0,2.0
193,2586.0,17192.0,0.0,2.0
194,7218.0,11254.0,0.0,2.0
195,7996.0,20582.0,0.0,2.0
196,180.0,1939.0,0.0,2.0
197,181.0,9507.0,0.0,2.0
198,182.0,35300.0,0.0,2.0
199,1784.0,1970.0,0.0,2.0
