,user_id,usr_prj,prj_led,admin_roles,usr_expertise,tasks,usr_department,isEmployee,type,rsc_prj,rsc_department,rsc_expertise,proprietary,task,activity,action
0,add7a302-e24d-41e7-a386-84f83020af7a,proj73,proj73,accountant,,proj61task2propa,dept5,False,schedule,proj11,dept2,,False,proj21task1a,setStatus,False
1,d20d81c3-82f6-4047-b318-1117d82b8ce0,proj61,,accountant,,proj21task1propa,dept2,True,task,proj74,dept7,1.0,True,proj11task2propa,setCost,False
2,58552a96-66c9-4fc8-89da-21555e9d538b,proj12,proj12,accountant,,proj11task2a,,False,schedule,proj71,dept1,1.0,False,proj71task2a,read,False
3,fad51993-2a1c-467b-9ba6-fc28766f52b0,proj21,proj21,accountant,,proj52task2propa,dept1,True,schedule,proj22,dept1,,True,proj61task2a,write,False
4,aa756e9d-c908-4f81-8526-58829ef8a6f5,proj73,proj73,accountant,2.0,proj62task2a,,True,budget,proj61,dept5,1.0,True,proj73task2propa,approve,False
5,326c6093-4f2b-41a6-93a6-6dd59798ca8b,proj22,,accountant,,proj12task1a,,True,budget,proj52,dept7,,True,proj11task1a,setSchedule,False
6,94670818-bf08-464e-a8c8-79679adea1e4,proj11,,accountant,1.0,proj12task1a,,False,schedule,proj73,dept1,1.0,True,proj52task1a,request,False
7,f2234218-4604-4a09-81d5-c5dad7f25715,proj21,proj21,accountant,1.0,proj61task2propa,,True,budget,proj61,dept1,,True,proj12task1propa,request,False
8,1f8f07ac-accb-416a-902c-ba57679f7ff1,proj72,proj72,accountant,2.0,proj22task1a,dept8,True,budget,proj62,dept1,2.0,True,proj52task2propa,approve,False
9,a7367c8e-844a-4f22-a103-7aaf4ec86db8,proj61,proj61,accountant,,proj73task2propa,dept2,False,budget,proj22,dept1,,True,proj62task1a,setStatus,False
10,49494588-3dce-4f31-8012-765baae2cb99,proj12,,accountant,,proj11task2a,dept5,False,task,proj62,dept5,2.0,False,proj71task2a,write,False
11,89afdf88-7e33-4d5c-95f6-4ba994542479,proj11,,accountant,1.0,proj61task2a,dept7,True,schedule,proj21,dept5,,True,proj61task2a,approve,False
12,8be11fb9-7117-468a-87e4-feb2a80fae2c,proj22,proj22,accountant,,proj71task1a,,True,budget,proj61,dept2,1.0,True,proj22task1a,read,False
13,ea7781e6-a8e1-47ae-aa2a-0b5283713de3,proj72,proj72,accountant,,proj12task1a,,False,task,proj11,dept2,2.0,True,proj42task2a,read,False
14,7d3ab606-344b-4123-a5bb-40c26403bafd,proj11,,accountant,1.0,proj11task1a,,True,task,proj62,dept2,,False,proj72task1propa,setCost,False
15,b6f61878-489a-4623-a963-8ac6bcb77ed3,proj21,proj21,accountant,1.0,proj12task1propa,,True,budget,proj11,dept5,,True,proj62task2a,approve,False
16,1c31e3a9-5315-4240-8c95-a2b75e4fa9bc,proj71,proj71,accountant,2.0,proj61task1a,dept1,True,task,proj62,dept5,,True,proj42task2propa,write,False
17,63bc7fc0-14c6-4277-9a14-8c9aac71076a,proj74,proj74,accountant,,proj21task2propa,,True,schedule,proj71,dept7,2.0,False,proj12task1a,setStatus,False
18,30992b97-643c-460b-85bb-c33009d4e512,proj21,,accountant,1.0,proj61task2propa,,True,schedule,proj62,dept6,2.0,True,proj21task1propa,setCost,False
19,c446a84c-3efd-4495-990d-3edf3c07fa0f,proj52,proj52,accountant,2.0,proj73task2propa,dept1,False,task,proj12,dept7,,False,proj62task2a,setSchedule,False
20,1ed78f70-263c-48be-be90-069b7d060a5f,proj74,,accountant,1.0,proj61task2propa,dept8,False,task,proj52,dept2,,True,proj21task2a,approve,False
21,3f10e6a9-7471-4e09-92b6-46e727646f8d,proj21,proj21,accountant,,proj72task2propa,,True,task,proj71,dept2,,False,proj61task1a,setCost,False
22,b98be723-5622-468c-8afa-741d8b332737,proj62,,accountant,1.0,proj73task1propa,dept7,True,task,proj22,dept6,1.0,True,proj22task1a,setCost,False
23,b4e14283-2648-4fec-903c-e96da07a2e3a,proj11,,accountant,1.0,proj51task2a,dept2,True,schedule,proj52,dept8,,False,proj62task1propa,setSchedule,False
24,eeb991cc-1d6d-4436-ab0b-576be70b2802,proj73,,accountant,,proj72task1propa,dept5,False,schedule,proj61,dept1,2.0,False,proj11task2a,setCost,False
25,e2977926-1499-40bd-99b4-56986b1fb06a,proj51,proj51,accountant,2.0,proj73task1a,dept5,True,schedule,proj51,dept7,,True,proj11task2a,setSchedule,False
26,673f868b-5197-4d51-839b-9edfebab01bd,proj51,,accountant,,proj11task1propa,,False,budget,proj11,dept1,1.0,True,proj61task1propa,setSchedule,False
27,3439d7c7-dfe3-4b91-a518-4b88e6fe09f3,proj61,,accountant,1.0,proj73task2a,,False,task,proj51,dept5,1.0,False,proj11task1propa,approve,False
28,aa73b980-fc19-45da-936b-f017d830cf91,proj71,,accountant,1.0,proj73task2propa,dept2,False,task,proj73,dept8,1.0,True,proj62task1a,setSchedule,False
29,1ecbba82-bef8-4aaa-bb26-9314fd6d2cdc,proj61,proj61,accountant,,proj12task1propa,dept5,True,schedule,proj72,dept2,,True,proj72task2propa,request,False
30,73aea8a9-3052-42ac-8370-cefd07d56235,proj22,,accountant,,proj11task1propa,dept8,True,schedule,proj11,dept1,,True,proj51task2propa,request,False
31,656592a6-d7a8-4753-a207-4c06759b7e3a,proj72,,accountant,1.0,proj11task2propa,dept6,True,schedule,proj51,dept7,,False,proj62task1propa,approve,False
32,8459d730-e513-49ca-a2b6-ad8bb84393a4,proj52,proj52,accountant,2.0,proj71task2a,dept1,True,budget,proj74,dept1,2.0,False,proj42task2propa,request,False
33,3e072705-e650-4626-b202-aeb466945068,proj11,proj11,accountant,1.0,proj12task1a,dept1,True,schedule,proj22,dept5,1.0,True,proj62task1propa,write,False
34,fde1a153-8c60-4103-ae29-50dc4c8f336f,proj12,proj12,accountant,,proj21task1propa,dept8,False,task,proj74,dept7,,True,proj72task2a,write,False
35,b924e521-0018-4ee6-a9b7-c0a076379317,proj52,proj52,accountant,1.0,proj12task2a,dept6,False,schedule,proj74,dept5,,False,proj71task2a,read,False
36,47cb4735-42a6-4bd4-98f5-2d1feeba96e6,proj12,proj12,accountant,1.0,proj61task1propa,dept2,False,task,proj72,dept1,,True,proj61task1propa,setCost,False
37,52840383-7954-4401-ba50-414cb0135866,proj72,,accountant,2.0,proj42task2propa,dept2,False,budget,proj51,dept5,,True,proj11task2propa,setStatus,False
38,fc5f7f7b-0061-4858-8116-f3dfdfd44c2a,proj61,,accountant,2.0,proj11task1propa,,False,schedule,proj62,dept6,,True,proj52task2a,request,False
39,6f745cad-4826-47ad-8a1e-d15b4c1d27a5,proj21,,accountant,,proj51task1propa,,True,schedule,proj73,dept1,1.0,False,proj21task2propa,setStatus,False
40,f4f2853d-dfbb-4f53-a33c-1d3520a418ef,proj71,,accountant,,proj12task2a,dept6,False,schedule,proj11,dept2,1.0,True,proj42task2propa,request,False
41,88ca466f-3e21-4dac-9926-c547133721bb,proj22,proj22,accountant,2.0,proj12task2propa,dept5,True,task,proj73,dept8,,False,proj51task1a,setSchedule,False
42,4d84b38d-db6c-49f8-900d-8cf845ef455e,proj12,proj12,accountant,,proj62task2propa,dept1,True,task,proj71,dept7,1.0,False,proj22task2a,setStatus,False
