user_id,usr_prj,prj_led,admin_roles,usr_expertise,tasks,usr_department,isEmployee,type,rsc_prj,rsc_department,rsc_expertise,proprietary,task,activity,action
d746711a-f3d4-45cd-9ce1-ef49a0d7c54b,proj52,,planner,1,proj12task1a,,False,task,proj11,dept3,2,True,proj12task1a,approve,False
9d3576f0-b459-40d6-a8cc-8a8e0206f033,proj52,,planner,,proj11task2propa,,False,budget,proj51,dept5,1,True,proj32task2a,setSchedule,False
ce0d1c81-a668-4aa4-876d-933e23fbe589,proj42,proj42,planner,,proj11task1propa,,False,budget,proj12,dept3,2,False,proj21task2propa,approve,False
ff61df5e-43cd-459e-bf1d-b1806b30d515,proj11,proj11,planner,,proj51task1a,,True,task,proj11,dept2,1,True,proj32task2a,approve,False
494f1391-14ab-4086-ae50-d6385a08c1d5,proj61,,planner,2,proj61task1a,dept2,True,schedule,proj52,dept2,1,False,proj12task2a,write,False
a9e3ac3c-15c7-4104-b0f4-de65d7d0b048,proj41,,planner,1,proj11task1propa,,True,budget,proj11,dept1,2,False,proj12task2propa,setCost,False
cf494966-2639-4cac-a1b5-36215a42b906,proj31,,planner,1,proj51task1a,dept5,False,budget,proj52,dept6,,True,proj11task1a,request,False
944478cc-60b2-4c79-aecd-19c5a91800f6,proj41,,planner,1,proj12task2propa,,False,task,proj32,dept1,2,False,proj21task2propa,approve,False
391824f4-50a7-4ccc-a6bd-ff39249e9159,proj12,,planner,,proj62task1a,,True,task,proj42,dept6,,False,proj31task2propa,setStatus,False
70e4309a-df8c-41f5-80fd-3c393f6d0a16,proj31,,planner,,proj52task1propa,dept2,False,budget,proj32,dept4,2,False,proj32task2propa,read,False
a6e03c63-70ad-4b3c-b9b6-85b50823f10f,proj41,,planner,1,proj51task1a,dept3,False,schedule,proj11,dept5,2,True,proj41task1propa,setStatus,False
93a1f1e0-afe4-403e-8d2f-010efaa91d58,proj61,,planner,,proj32task2a,,False,task,proj42,dept1,,True,proj42task2a,approve,False
1ba012cc-4d28-4499-bb59-5aaaaf451b6a,proj21,proj21,planner,,proj52task2a,dept2,False,task,proj52,dept2,1,False,proj22task1a,setCost,False
3392c551-e0fc-4d26-a4b2-8261bbd13695,proj62,,planner,1,proj51task2a,,False,budget,proj41,dept4,,False,proj62task1a,request,False
d0d51f80-0d25-4024-9aeb-201a12efb1b9,proj52,proj52,planner,,proj22task2a,,False,task,proj21,dept6,2,True,proj32task2a,read,False
ac9b54e9-2d23-436d-8ce7-9c78e4ba69e3,proj42,,planner,,proj12task1a,,False,schedule,proj11,dept1,1,True,proj11task2a,setSchedule,False
2d080f63-3991-482e-a6c9-aab1c7f47008,proj42,proj42,planner,1,proj32task2a,,False,task,proj62,dept4,2,False,proj42task1a,request,False
a589ad39-6e08-45cc-9132-53818754f3c4,proj62,,planner,1,proj62task1a,,True,schedule,proj42,dept1,2,True,proj31task1propa,write,False
9c5abd7b-3de2-4eb1-973c-6a60fe4ef16d,proj62,,planner,,proj11task2a,,False,budget,proj11,dept3,,False,proj42task1propa,write,False
2e58b440-5cf0-4350-84b7-f60b740cc023,proj41,,planner,,proj41task1a,,False,schedule,proj32,dept5,,True,proj61task2a,setCost,False
00afe50e-ff53-4756-87b9-bfb75d728bb7,proj31,,planner,,proj11task1propa,dept4,True,budget,proj42,dept3,,False,proj52task1propa,setCost,False
53e85553-90d0-4dc8-847a-26fe205b46c0,proj52,,planner,1,proj62task1a,dept3,True,budget,proj11,dept6,,True,proj41task1a,read,False
bfef54a5-a3f3-4d45-b1a9-130537d77b6b,proj31,,planner,,proj41task2propa,dept5,True,budget,proj51,dept2,,False,proj52task1a,setCost,False
bbd42efd-cede-4814-8dd4-fec54b6aac04,proj32,proj32,planner,1,proj11task2propa,dept4,False,budget,proj11,dept3,,False,proj52task1a,setSchedule,False
9d564d93-9130-4323-b0ef-1ea7b60f571b,proj32,proj32,planner,,proj32task2propa,,True,task,proj42,dept5,,True,proj32task1propa,setStatus,False
5f1897a6-66b5-4bae-a9cc-06a39f3da945,proj31,proj31,planner,,proj41task1propa,dept1,True,budget,proj11,dept5,2,True,proj51task2a,setSchedule,False
1b69c41b-a513-4b0c-bf9d-d32206f05eb3,proj32,proj32,planner,2,proj31task1a,dept4,False,budget,proj21,dept5,,True,proj61task2propa,setCost,False
6998c8ef-cbd6-4d51-ade0-f1216b14d585,proj51,proj51,planner,,proj21task2propa,,False,schedule,proj21,dept3,1,False,proj52task1a,setSchedule,False
5a1b38ab-d7ef-4e7f-a280-079e04c1ec30,proj12,proj12,planner,,proj12task2a,,False,task,proj11,dept4,,False,proj42task1a,request,False
ad3b627e-caf1-49c4-b14e-e807c07da011,proj31,,planner,1,proj22task2a,dept5,False,budget,proj32,dept5,1,True,proj11task1propa,setStatus,False
31df3701-2779-4cca-90d6-35f94a170d2d,proj12,proj12,planner,1,proj22task1a,,True,schedule,proj61,dept6,,False,proj41task2propa,request,False
276f1c2f-5d6f-4df0-a5bb-637463478696,proj11,proj11,planner,,proj12task2propa,dept5,True,task,proj41,dept4,,True,proj22task2propa,setStatus,False
11e2ad8f-6674-4157-85ef-017ce7594b62,proj12,proj12,planner,,proj61task1a,,True,schedule,proj31,dept6,1,True,proj22task2a,approve,False
2632343f-1466-45eb-b328-a644ad3e707b,proj42,,planner,2,proj61task2propa,,True,task,proj11,dept4,,True,proj12task2a,setSchedule,False
e3d62f53-3b1d-460a-b5b6-4ca447433f12,proj42,proj42,planner,,proj61task1propa,dept5,False,task,proj32,dept5,,True,proj51task1a,request,False
0f778ada-9c22-4307-ac59-7abdc030994d,proj21,proj21,planner,1,proj22task1a,dept6,True,schedule,proj32,dept4,,False,proj52task1propa,request,False
fa42c3aa-5d3c-4a19-93c5-d8d76f709498,proj41,,planner,2,proj12task2a,,False,schedule,proj42,dept4,,True,proj32task2a,setCost,False
b6f920e6-d952-4692-b47b-3f65eb6a5079,proj62,proj62,planner,,proj31task1propa,dept4,False,task,proj51,dept1,2,True,proj51task2propa,setStatus,False
e265ada7-bf16-4a76-ae1d-763ba711af88,proj62,proj62,planner,,proj42task1a,,False,budget,proj62,dept6,2,False,proj61task1propa,approve,False
86230e13-7f51-49ab-9160-8eba3bdebeaa,proj12,,planner,,proj22task2a,,False,schedule,proj21,dept5,1,True,proj61task2a,request,False
ff662d15-5549-4ac0-8064-af7239d99ea7,proj41,,planner,,proj11task2a,dept6,True,schedule,proj12,dept5,2,False,proj52task2propa,setStatus,False
d7b8e3f5-a7af-48e2-823e-2873744b2e98,proj21,proj21,planner,2,proj11task2a,dept3,False,budget,proj11,dept4,2,False,proj11task1a,read,False
cc7e6a70-68e6-4d63-bd67-47fecbcc8793,proj31,,planner,1,proj52task2a,dept1,False,task,proj52,dept6,1,False,proj22task1a,setCost,False
dc28cf96-e675-4e6f-ad17-ac3cf517bfc4,proj22,proj22,planner,2,proj11task1a,dept3,False,task,proj11,dept1,,False,proj11task2a,setCost,False
d6b48772-3d56-4a64-9aa6-628880b35e1e,proj32,,planner,1,proj31task1a,,False,budget,proj12,dept1,,False,proj32task2a,read,False
d1b94a5b-3575-434d-8665-f8b2d206cb87,proj31,proj31,planner,,proj42task1a,,False,task,proj32,dept3,,True,proj41task2propa,write,False
e4cb72aa-d954-4b78-b2d3-6f49f8b46984,proj62,,planner,1,proj41task2propa,dept2,False,task,proj22,dept6,1,False,proj31task1a,setCost,False
0fd796d7-ec2a-40c3-83e4-81831b886ece,proj32,proj32,planner,1,proj32task2propa,,False,task,proj32,dept1,,True,proj12task1a,read,False
0dc02728-7d0b-4fc5-956e-9b4b31c834ec,proj61,proj61,planner,,proj61task2a,dept4,True,budget,proj62,dept6,2,True,proj42task1a,write,False
cf250668-4e35-48fc-a093-026b719383b8,proj62,proj62,planner,1,proj21task2a,,False,budget,proj52,dept5,1,False,proj22task2propa,approve,False
3d8f6221-d463-4534-81bb-485b7ac8119d,proj61,proj61,planner,1,proj21task2propa,dept1,True,task,proj12,dept4,,True,proj61task1propa,write,False
7c820b03-b06e-4da4-8500-f10bf2b02986,proj62,,planner,2,proj22task1propa,,False,schedule,proj62,dept4,,False,proj41task2propa,approve,False
418f8dcd-8d3b-463c-85e4-f32ff889f35a,proj31,,planner,,proj52task1a,,True,schedule,proj61,dept6,,True,proj32task2a,setSchedule,False
b671d360-bbc7-44e8-8ed9-8eb18052d633,proj42,,planner,,proj22task2a,,False,budget,proj31,dept3,,True,proj32task2propa,request,False
91cf7f5a-0beb-4e26-9ec7-519fc7af0408,proj42,,planner,2,proj51task2propa,dept6,True,schedule,proj42,dept5,,False,proj22task2propa,setCost,False
e87adc2a-f7c6-4e75-870c-941df95c9f7b,proj41,proj41,planner,,proj52task2propa,,True,task,proj41,dept5,2,True,proj41task2propa,read,False
a8bda939-ac21-4e19-b300-dd30e8825e82,proj21,,planner,2,proj31task2a,,False,schedule,proj11,dept4,1,False,proj12task1a,setStatus,False
7cbbcd0f-bce4-483f-ad98-bb696cf6b57c,proj52,,planner,2,proj21task2a,dept4,False,task,proj22,dept5,,True,proj21task2propa,setStatus,False
5b08b79c-e873-4453-87c6-9b8c1c5a0a6c,proj11,,planner,1,proj62task1a,,False,schedule,proj42,dept4,2,True,proj12task2propa,request,False
37814bb8-f796-4662-90e9-26d225cc385c,proj21,,planner,2,proj42task2a,,False,schedule,proj41,dept4,,True,proj41task1a,read,False
f7517fef-729b-46bb-9295-9ea8adbccbb0,proj22,,planner,2,proj51task2propa,dept2,True,budget,proj42,dept5,,True,proj42task2propa,setSchedule,False
5f7e701f-a8a2-4290-add5-62ee106886a8,proj31,proj31,planner,2,proj41task2propa,,True,schedule,proj12,dept3,2,False,proj42task1propa,approve,False
56946315-eafc-49ac-af5e-dd174e738489,proj41,,planner,2,proj12task2propa,dept2,False,schedule,proj12,dept4,,False,proj61task2a,request,False
a940078c-fd93-475a-abd4-8c37188fba12,proj41,,planner,,proj32task2propa,dept2,False,budget,proj61,dept4,,True,proj21task1propa,write,False
97f6b338-4e56-469d-85a4-8771a324a9ae,proj22,,planner,,proj32task1a,,False,schedule,proj42,dept5,1,True,proj41task2a,read,False
a30ed144-7331-4d1b-a3b1-edd7da58116b,proj62,,planner,1,proj21task2a,dept4,True,budget,proj61,dept5,,True,proj32task2a,write,False
029e134d-3291-4998-ad6b-e3a214c43ebf,proj42,,planner,,proj12task2a,,True,schedule,proj31,dept5,2,False,proj51task2a,setCost,False
4df4f361-53a7-4864-818a-3a16bedaff09,proj11,proj11,planner,2,proj31task1propa,,False,budget,proj41,dept6,1,False,proj12task1a,setCost,False
b46f6b11-140a-42dc-a5dc-2d329d431927,proj11,proj11,planner,,proj52task2a,,False,schedule,proj12,dept1,,True,proj12task1a,setStatus,False
497686a7-a1c7-471f-a32d-ef61a093f009,proj11,,planner,,proj32task2a,dept3,False,task,proj62,dept2,,False,proj62task1a,setStatus,False
1c424738-1cc4-4893-aafa-123090a2118c,proj31,,planner,,proj52task1a,,False,task,proj62,dept5,,True,proj61task2propa,read,False
0900b750-e35a-4e24-8f73-22af28942aa1,proj21,proj21,planner,1,proj21task2propa,dept1,False,task,proj32,dept4,,False,proj12task2propa,setSchedule,False
70cdaec1-2a35-47ed-811b-b09be579a5ad,proj61,proj61,planner,1,proj62task1a,,True,task,proj31,dept5,2,False,proj42task2a,setCost,False
fdfce1c0-e0fc-4d66-953d-a3c4b74f9d76,proj32,proj32,planner,1,proj51task1a,,False,task,proj12,dept1,2,True,proj51task1a,read,False
ff861277-1124-4b3d-91b4-755c7d140f2e,proj22,,planner,2,proj52task2a,dept3,False,schedule,proj61,dept2,,False,proj11task1propa,read,False
1959ccc6-0ea7-43e1-abe1-cad737c83662,proj42,proj42,planner,,proj21task2a,,False,budget,proj51,dept6,,False,proj12task2a,request,False
a2dcd437-1af7-46a9-8b12-99f17f233ce6,proj42,,planner,1,proj51task2a,,True,schedule,proj62,dept1,1,False,proj51task1propa,request,False
d1218096-0a9d-4817-92a3-c542451fbc20,proj22,proj22,planner,1,proj41task1a,,False,budget,proj32,dept1,,False,proj31task2propa,setSchedule,False
3000c26c-e283-470e-8ea5-195319a758dc,proj22,,planner,,proj61task1a,dept6,False,task,proj42,dept6,,True,proj61task1propa,setStatus,False
6c4ac131-b866-47d4-ab4c-2da215fa4c1e,proj42,proj42,planner,,proj41task2a,,True,task,proj62,dept4,1,True,proj41task2propa,setStatus,False
ced02315-72f4-41e9-9c60-74e3afb00baa,proj41,proj41,planner,1,proj31task1a,,True,schedule,proj21,dept5,,False,proj21task1propa,write,False
44980829-4e75-4dc7-a41f-36323cfe0af8,proj21,proj21,planner,2,proj42task2a,,False,task,proj62,dept6,,True,proj11task1a,setSchedule,False
68e42c20-0106-4d71-b775-681e5190c924,proj12,proj12,planner,1,proj61task1a,,True,schedule,proj52,dept1,1,False,proj21task1a,setSchedule,False
cd4218ce-4319-45bc-bca8-dcd612b691f6,proj41,,planner,,proj42task1a,dept5,False,schedule,proj52,dept3,,True,proj21task2propa,setSchedule,False
0fe6a70a-677b-4447-8c7a-73eb18de0874,proj62,proj62,planner,,proj12task2propa,,False,budget,proj42,dept1,2,True,proj51task2a,setCost,False
6938e2c1-a499-447b-a458-1efa0bae9eb2,proj42,proj42,planner,2,proj11task1propa,dept1,False,schedule,proj22,dept4,1,True,proj52task2propa,setSchedule,False
568480cf-e6b0-4080-9fd5-619b62c8c0c7,proj22,proj22,planner,,proj22task1a,dept5,False,task,proj51,dept6,,False,proj41task2a,setCost,False
7b0eebc7-3c29-4a6d-a646-8acd79278127,proj52,,planner,2,proj31task1propa,dept1,True,budget,proj41,dept4,2,True,proj42task2propa,write,False
8819c939-1951-4b1b-b39f-fb104e6f812f,proj21,,planner,2,proj22task1a,dept3,True,task,proj31,dept4,2,True,proj42task2propa,approve,False
08b86273-876d-40f8-8ea3-18beb57f1c64,proj52,proj52,planner,,proj11task1propa,dept4,False,budget,proj61,dept2,2,False,proj52task2a,write,False
d0e06c13-de53-4046-9ec1-3d700ef3a16b,proj22,,planner,,proj62task1a,dept1,False,task,proj41,dept3,,True,proj21task1a,setCost,False
32b1d4f9-9ac7-459a-b27e-3672e3982fab,proj11,proj11,planner,1,proj51task2propa,dept3,True,task,proj11,dept2,1,False,proj52task2propa,setStatus,False
6a6c5a08-b798-4b6b-a280-c644f620eb42,proj42,,planner,,proj42task2a,dept5,True,schedule,proj31,dept1,1,True,proj32task1propa,request,False
83d5b9a2-cda7-47bc-9e57-37dd32173df1,proj32,proj32,planner,,proj21task2a,,False,budget,proj61,dept6,,True,proj52task2a,setSchedule,False
b5d413be-0083-4abb-81fd-476338231e51,proj51,,planner,,proj22task1propa,dept2,True,schedule,proj31,dept6,,True,proj52task2a,write,False
7c05a9cf-3562-492f-98ed-799b2d2b7563,proj21,proj21,planner,,proj22task1a,,True,task,proj11,dept3,,False,proj61task2a,write,False
1397ffb0-5e2c-4d09-b0fb-4381b4f54a08,proj32,,planner,,proj42task2propa,,False,budget,proj52,dept4,2,True,proj21task2propa,read,False
ecb7a7f9-09d2-42d9-9075-20b9b034fbf4,proj11,proj11,planner,1,proj62task1a,dept1,False,schedule,proj31,dept1,2,False,proj52task2propa,setStatus,False
8035c021-3de1-451c-9e6f-58c9bdb6a8e5,proj61,,planner,,proj42task1propa,dept4,True,budget,proj51,dept6,,True,proj41task2a,setStatus,False
9bd9df9a-3d04-46ad-a1ca-6428c25e2d4e,proj21,proj21,planner,,proj52task2a,,False,budget,proj11,dept6,,False,proj11task1propa,setSchedule,False
f4f66b2c-4cbb-4c3e-affe-3c625b0c0ddd,proj61,proj61,planner,,proj41task1a,dept5,True,task,proj51,dept1,,True,proj62task1a,request,False
e3e4ec9b-0da8-44af-a735-a955935b0eb1,proj61,proj61,planner,1,proj22task2a,dept1,False,budget,proj31,dept5,1,False,proj41task1propa,write,False
6b251208-707a-4911-8d37-28a0a3696fe8,proj61,proj61,planner,1,proj61task2a,,True,task,proj22,dept5,,True,proj12task1propa,write,False
a2af5c18-7682-4f7c-b55f-8848b997098e,proj32,proj32,planner,,proj12task2a,,False,schedule,proj41,dept5,,True,proj41task2a,setSchedule,False
3e195d48-6d97-49a8-804c-fe1b18bc5f5c,proj12,,planner,1,proj12task1a,dept3,True,task,proj62,dept5,,True,proj31task1propa,setStatus,False
8095a6e3-0cfa-4cac-ad66-aa3a4be5dc53,proj62,proj62,planner,1,proj32task2a,,False,task,proj42,dept1,1,False,proj61task1propa,setCost,False
a927b466-1c74-45f1-bb0d-2b6be776ebdc,proj61,proj61,planner,,proj52task2propa,,False,schedule,proj21,dept6,2,False,proj42task2a,setCost,False
aa3927a5-2424-4bc8-8861-9416638b6ac7,proj12,proj12,planner,,proj52task2a,dept5,True,task,proj62,dept1,,False,proj22task2propa,setStatus,False
ed086f28-a014-4ef3-892e-b5327800132d,proj42,,planner,1,proj42task1a,dept1,True,budget,proj41,dept6,,False,proj41task2a,approve,False
e8e3390a-ffc4-4b83-ac2e-a96d1abc2ee6,proj51,proj51,planner,1,proj22task1a,dept3,True,budget,proj31,dept3,1,False,proj52task2propa,write,False
c6b95bda-c2ee-403d-bb5a-2f8ad4427bfc,proj42,proj42,planner,2,proj41task2propa,dept1,True,task,proj21,dept4,2,False,proj11task2propa,setSchedule,False
47451552-d544-42f3-8fae-25e2052a4106,proj62,,planner,1,proj61task1a,dept6,True,schedule,proj42,dept4,1,False,proj31task2a,request,False
e84b5712-f35a-4976-992a-24536182edc1,proj21,,planner,2,proj22task1a,dept3,True,budget,proj61,dept1,,True,proj42task2propa,setSchedule,False
f21e4398-42f0-46b3-a291-fa4f4814e846,proj41,proj41,planner,,proj21task1propa,dept6,True,schedule,proj31,dept2,,True,proj21task1a,write,False
ca90d201-af6d-4a83-b6f3-1fa0f6cb5af9,proj41,,planner,,proj52task1a,dept2,False,schedule,proj62,dept5,,False,proj32task1a,setSchedule,False
7ae6ec48-1261-471c-802d-2067849405c3,proj11,,planner,2,proj31task1propa,dept2,False,schedule,proj12,dept1,1,False,proj52task2propa,write,False
b582840f-8026-4c2f-b8f1-8de81533f9a4,proj51,,planner,,proj41task2a,dept6,False,task,proj52,dept4,,True,proj21task1propa,setStatus,False
a1efad31-98c5-4f58-89ba-cb2f73c8f82d,proj31,proj31,planner,1,proj62task1a,,True,task,proj21,dept6,,False,proj22task2a,setSchedule,False
76e46307-bbd7-4ac4-a9d2-503aeebdfdcc,proj22,,planner,,proj11task2a,,True,task,proj51,dept1,2,True,proj22task2propa,setCost,False
c57b9073-f237-4807-b069-4439ed8bf3af,proj61,,planner,,proj22task1a,dept5,False,budget,proj61,dept4,1,False,proj21task2a,request,False
