,user_id,prj_led,admin_roles,isEmployee,type,rsc_prj,rsc_department,proprietary,task,activity,action,user_task_corr,user_prj_corr,user_department_corr,expertise
0,ff05218f-84df-4676-9a70-dc26a4845cc3,proj22,manager,False,schedule,proj11,dept8,False,proj62task2propa,setStatus,False,False,False,False,2
1,9c718d45-a1c5-4124-ba89-1ed4396ba617,proj12,manager,False,budget,proj11,dept6,True,proj42task1a,read,False,False,False,False,0
2,238205de-7852-41eb-acc5-994968ad59d8,0,manager,False,schedule,proj12,dept6,False,proj62task1a,setCost,False,False,False,False,0
3,ac719de4-4648-496d-8037-7c0a480b8653,0,manager,True,task,proj21,dept6,True,proj61task1propa,request,False,False,True,False,0
4,3641d0e3-da6d-4994-a3d3-1e8943da4b17,proj22,manager,False,schedule,proj22,dept7,False,proj32task2propa,setCost,False,False,True,False,0
5,42ad23d8-1262-4827-ab99-43d36f6ef8e1,0,manager,True,schedule,proj22,dept4,True,proj73task2propa,request,False,False,False,False,2
6,d91a6359-934e-42aa-868e-a00463959d00,proj21,manager,False,schedule,proj22,dept6,True,proj72task1propa,setStatus,False,False,False,True,0
7,84ae43d2-8856-422a-876b-f08700346245,0,manager,False,task,proj22,dept3,True,proj41task2a,approve,False,False,False,False,0
8,c3b57dc4-eb1a-4922-a246-0ef35c198ed5,0,manager,False,budget,proj21,dept7,False,proj61task1propa,request,False,False,False,False,0
9,11d7604f-728f-4762-8803-1ff888e09771,proj12,manager,False,task,proj21,dept8,True,proj73task2a,setSchedule,False,False,False,False,0
10,6cceefe3-6811-4a8d-a8f6-48ae327896db,proj22,manager,False,task,proj21,dept4,False,proj61task1propa,request,False,False,False,False,0
11,293ac506-57cc-4a2f-bba2-575d7e70267d,proj12,manager,True,schedule,proj11,dept3,False,proj62task1a,read,False,False,False,False,0
12,91d54b9f-d8b3-461e-8779-4488c76ee517,0,manager,True,budget,proj22,dept3,True,proj51task1propa,setCost,False,False,False,False,0
13,3fda7565-c724-477e-98df-3f87aa28a03d,proj11,manager,False,schedule,proj22,dept5,False,proj51task1a,setCost,False,False,False,False,0
14,5f203aca-ee35-4f76-b293-fe2194196346,proj11,manager,True,task,proj12,dept8,False,proj61task2propa,setCost,False,False,False,False,0
15,48c401a5-6f3f-4eff-afd8-3fa8ad174a51,0,manager,False,task,proj22,dept3,True,proj42task2propa,setCost,False,False,False,True,2
16,98ad106d-fce4-48e9-9598-8f7e528be1fb,proj22,manager,False,budget,proj22,dept4,False,proj72task1a,setStatus,False,False,True,False,0
17,11ee0f42-55a3-4589-bf01-84887923c156,proj11,manager,True,task,proj11,dept6,True,proj52task2a,read,False,False,True,False,0
18,42ac07e1-5222-47a0-b5c3-c531834fc12a,0,manager,True,task,proj12,dept6,True,proj42task2propa,approve,False,False,False,False,0
19,0cedb35a-2584-4c19-a9ef-4ccdc6210b38,0,manager,True,task,proj22,dept3,True,proj41task1propa,setSchedule,False,False,False,False,0
20,94a969d1-29cd-4834-8f3d-f9612e910478,0,manager,False,schedule,proj22,dept4,True,proj52task1a,request,False,False,False,False,0
21,e8292153-11cb-41cc-b363-e1b821a32b9b,proj11,manager,True,task,proj11,dept8,True,proj51task2propa,setStatus,False,False,True,False,0
22,d856d0e9-bb09-4896-91e3-2185d8e59074,proj21,manager,True,budget,proj22,dept7,False,proj32task2propa,setStatus,False,False,False,False,2
23,7efee434-a178-4dad-9243-d71548e901c5,0,manager,True,schedule,proj12,dept8,False,proj32task1propa,write,False,False,False,False,2
24,ff38bf7b-e198-4db0-94ef-f222816236bd,proj22,manager,True,schedule,proj22,dept5,True,proj61task2propa,write,False,False,True,False,0
25,d9c02cef-dee1-44ab-9b31-39b1c79492be,0,manager,False,budget,proj22,dept5,True,proj52task2a,setCost,False,False,False,False,0
26,364db2c1-c736-4b51-998f-25ae96e73462,proj11,manager,False,schedule,proj12,dept5,True,proj52task1propa,request,False,True,False,False,0
27,3dbd6e88-33d6-4fff-830c-6fc837c25436,proj12,manager,True,schedule,proj21,dept5,True,proj51task1a,setSchedule,False,False,False,False,0
28,7d5d451f-b83d-43dd-ba10-bc0244269b63,0,manager,False,schedule,proj22,dept5,False,proj41task1propa,read,False,False,False,True,2
29,cb6aeaf1-1762-405a-a949-048eedf313ca,proj11,manager,True,budget,proj11,dept8,False,proj51task1propa,request,False,False,True,False,0
30,7daa1c84-10ef-4c10-9ce0-c90572637dd8,0,manager,False,task,proj21,dept5,True,proj72task2propa,setCost,False,False,False,True,0
31,43fc85e6-afd7-48aa-9218-027fde7dd9b8,proj21,manager,False,task,proj21,dept4,False,proj51task1propa,setCost,False,False,True,False,0
32,857c8027-7f03-4aac-afd5-57c290f6f916,0,manager,True,task,proj12,dept8,False,proj62task1a,setCost,False,False,False,False,0
33,a63cdebe-c77b-4103-a0cb-3d1b9edfcfbb,0,manager,True,budget,proj21,dept6,False,proj61task1a,write,False,False,False,False,1
34,520cf3f0-d65c-4d07-949c-0b1ec649a133,0,manager,True,budget,proj22,dept5,True,proj41task2propa,setSchedule,False,False,False,False,0
35,b4656f2c-4134-44fd-a688-63fe27783362,proj22,manager,True,task,proj12,dept8,False,proj72task1a,request,False,False,False,False,0
36,f2ddae07-f75b-442a-a0ea-6bd9c6d63ce9,proj11,manager,True,task,proj11,dept4,True,proj52task2a,write,False,False,True,False,0
37,1bd9bae6-ece5-4c84-9ece-12fd3c6d7f08,0,manager,False,task,proj21,dept7,True,proj32task1propa,request,False,False,False,False,0
38,6b7efda1-07c3-4144-ba4e-fb51e7f249a1,0,manager,True,budget,proj12,dept8,True,proj71task2a,approve,False,False,False,False,0
39,b57f29aa-7baa-496d-8980-f46c2897a5ba,0,manager,False,task,proj22,dept8,True,proj32task2propa,read,False,False,False,True,0
40,15dfd9fb-5c95-47f0-b6cc-018921158ce9,proj21,manager,False,schedule,proj12,dept4,False,proj73task1a,setSchedule,False,False,False,False,0
41,7dcfb8c9-0160-4a9b-88ea-bfcb8b6f098d,0,manager,True,task,proj21,dept5,True,proj72task2a,setCost,False,False,False,False,0
42,f17175d0-ec1a-4028-b0ed-d8199fd51c2a,proj12,manager,True,task,proj22,dept5,False,proj61task1propa,approve,False,False,False,False,2
43,77e91488-9f79-4eea-b91c-2f51d349c575,0,manager,False,task,proj21,dept5,False,proj72task2a,setStatus,False,False,False,False,1
44,ce639c8f-a820-4e7b-b259-b66c1f9aaeee,0,manager,False,budget,proj12,dept3,False,proj71task2a,setStatus,False,False,True,False,0
45,373741ef-97ec-4538-90c5-a650782f7b7b,0,manager,True,schedule,proj21,dept6,False,proj31task1a,approve,False,False,False,False,1
46,9f053531-6ded-499c-9bc1-85afe57e0415,0,manager,True,budget,proj21,dept8,False,proj73task1a,request,False,False,True,False,0
47,2020adf0-e40a-41c5-bc9a-ec98e04f63e3,proj22,manager,False,schedule,proj21,dept6,False,proj32task2a,read,False,False,False,False,0
48,aaa42c78-56bd-48f3-bd0d-20ebb0555717,0,manager,True,budget,proj22,dept3,True,proj32task2a,approve,False,False,False,True,1
49,9c01186e-e83d-4a91-b4a2-e20fd0937acb,0,manager,False,schedule,proj21,dept7,False,proj42task2a,write,False,False,False,True,0
50,401613ef-7de4-4c89-a604-7dffcbcc4300,proj11,manager,False,schedule,proj11,dept7,True,proj52task2propa,read,False,False,True,False,2
51,755c1400-eb95-4560-b212-427d0101d89b,0,manager,True,task,proj12,dept3,False,proj31task2a,approve,False,False,False,False,2
52,737cc558-6925-4263-b5fb-18284ed3b2b8,0,manager,False,task,proj12,dept3,True,proj71task1propa,setCost,False,False,False,False,0
53,67acbeae-a8fe-4dd5-be6a-9f262175bb57,proj21,manager,False,budget,proj21,dept7,True,proj41task2a,write,False,False,True,False,0
54,a006c56a-b74e-4bda-ac68-12d65e60105c,0,manager,False,task,proj12,dept6,False,proj72task1a,setCost,False,False,False,False,0
55,2d21168f-0d05-4755-b54e-1202a3927100,proj12,manager,True,schedule,proj12,dept4,False,proj41task2a,approve,False,False,True,False,0
56,34c2c103-3ef4-48fd-868a-e5ad1c20094f,0,manager,False,budget,proj12,dept3,False,proj51task2a,read,False,False,False,False,2
57,fd6de2d5-7b58-495d-a5a7-e8a354ce8c17,proj11,manager,True,schedule,proj22,dept6,True,proj52task1propa,setStatus,False,False,False,False,2
58,dba19755-f7a8-42b2-aa39-5bcd890ad123,proj12,manager,True,task,proj12,dept5,True,proj62task2a,approve,False,False,True,False,0
59,a0c760a2-aa21-4a02-8bb5-4120405ca52b,0,manager,True,budget,proj22,dept8,True,proj71task2propa,read,False,False,False,False,0
60,85af4714-03bf-4633-9817-dd7c7db4bd3a,0,manager,False,schedule,proj11,dept4,True,proj62task2a,setStatus,False,False,False,False,0
61,74955878-0635-45af-928d-205e539c6875,0,manager,False,budget,proj21,dept6,True,proj52task2a,setStatus,False,False,True,False,0
62,aada3806-1adf-437c-9789-92da9b395c45,0,manager,False,task,proj22,dept8,True,proj31task1a,request,False,False,False,False,0
63,f4055b86-6f6e-41f8-92ba-69de7408fd92,proj12,manager,False,schedule,proj22,dept7,True,proj32task1a,setSchedule,False,False,False,False,0
64,b7507f6f-42b9-403f-9bcc-ae410d87309d,0,manager,True,task,proj11,dept8,True,proj62task2propa,read,False,False,False,False,0
65,f97216b6-455c-41ad-9542-ae23693ec725,proj22,manager,False,budget,proj11,dept3,False,proj42task1a,setCost,False,False,False,False,0
66,cc0f8d0a-dcc0-402b-afba-9899766ffd15,0,manager,False,schedule,proj11,dept8,False,proj31task1propa,setStatus,False,False,False,False,0
67,94fc50b2-c01c-4db0-93be-2a45359c0367,0,manager,False,budget,proj22,dept5,True,proj72task2propa,setStatus,False,False,False,False,0
68,92cd7405-17de-4595-b5ed-aa3a21050c74,proj22,manager,False,task,proj22,dept4,False,proj31task1propa,setSchedule,False,False,True,False,0
69,f97ec5a6-d0d3-4016-80d2-8892c27971ae,proj11,manager,True,schedule,proj12,dept3,True,proj32task2a,setStatus,False,True,False,False,2
70,ad7022fe-9b67-4ca6-ad95-de8a9ef8a466,proj22,manager,False,task,proj12,dept5,False,proj51task1propa,read,False,False,False,False,0
71,1a3b4ec6-a1d3-4a98-aa33-061142a0c643,0,manager,True,schedule,proj11,dept8,True,proj31task2propa,setStatus,False,False,True,False,0
72,af783e55-1d35-4a36-8100-6d638218d2a4,0,manager,False,budget,proj12,dept3,True,proj62task1propa,write,False,False,False,False,2
73,c8676155-f5a8-4226-8ff7-bbb11d8dcbe1,0,manager,True,schedule,proj21,dept6,False,proj61task1propa,setStatus,False,False,True,True,0
74,e50271db-7354-495c-b29a-71d639e80417,0,manager,False,budget,proj12,dept4,False,proj31task2propa,approve,False,False,False,False,2
75,eb9b1809-e4a2-40a7-b6ba-61f9d01a7d09,proj11,manager,False,budget,proj22,dept8,False,proj52task2propa,setSchedule,False,False,False,False,0
76,bed60416-ce13-4dbb-accd-9a95ff8729c1,proj11,manager,False,budget,proj12,dept8,False,proj61task1a,approve,False,False,False,False,0
77,310f7f2b-ffc0-44af-a88e-1b10231b8176,proj21,manager,False,schedule,proj21,dept5,True,proj61task2propa,approve,False,False,True,False,2
78,ec2830f5-5caf-48af-87f0-af7353ff8f59,proj21,manager,False,task,proj11,dept6,False,proj62task1a,setSchedule,False,False,False,False,0
79,1870aa02-a505-459a-9d86-60e67f83cc35,0,manager,True,budget,proj12,dept6,False,proj52task1a,write,False,False,False,False,2
80,ab74dea6-90c1-40cd-be64-21b37b865b34,proj22,manager,False,schedule,proj22,dept8,True,proj62task2propa,setCost,False,False,True,False,2
81,40f747e0-b713-40bb-891d-0b8181dce241,0,manager,True,schedule,proj21,dept7,False,proj62task2propa,setCost,False,False,True,False,2
82,e8f189d7-73fa-43a6-b61b-1fef795869e1,proj12,manager,False,budget,proj22,dept6,False,proj51task1propa,write,False,False,False,False,0
83,690d6139-e257-434a-8804-ced6d2d9a30c,0,manager,False,budget,proj11,dept4,True,proj62task2propa,setCost,False,False,False,False,0
