user_id,usr_prj,prj_led,admin_roles,usr_expertise,tasks,usr_department,isEmployee,type,rsc_prj,rsc_department,rsc_expertise,proprietary,task,activity,action
b21e0693-d1d0-4353-a932-f3a0e38968ae,proj52,proj52,auditor,,proj61task1a,dept8,False,task,proj61,dept3,,True,proj61task1a,setStatus,True
ca8bcabb-9a09-47fd-a005-f5e92b715b46,proj52,,auditor,,proj61task1a,dept2,False,task,proj61,dept4,2,False,proj52task2a,write,True
7656f4b8-c3fe-4c6b-a136-944fcc005ba4,proj52,,auditor,1,proj52task2propa,,True,task,proj52,dept3,,False,proj51task2propa,read,True
730a1f5a-cd86-4b39-9a29-1c6ae479c1ff,proj52,proj52,auditor,2,proj51task1a,,True,schedule,proj62,dept3,,False,proj61task1propa,setSchedule,True
94ff2d17-900b-4754-90c3-433853a82c37,proj62,,auditor,2,proj51task1propa,,True,task,proj61,dept8,,False,proj42task2a,write,True
0d9415e6-99a0-4f78-9595-d5b6287c9e28,proj62,,auditor,1,proj61task1a,,False,schedule,proj62,dept4,,False,proj51task2a,setSchedule,True
d6791d47-1000-4a40-8ad4-d786c6fdfba7,proj51,proj51,auditor,2,proj62task1a,dept2,False,task,proj62,dept8,2,False,proj52task1a,request,True
86ab9bc8-cdfa-4e5f-b908-8d47f01b48ca,proj62,,auditor,,proj61task2a,dept2,False,task,proj62,dept2,,False,proj51task2a,setSchedule,True
c83dc48d-4ab7-4d54-a419-60a8654357bb,proj62,proj62,auditor,1,proj52task1propa,dept3,True,task,proj51,dept7,,False,proj52task1a,setSchedule,True
38e2d9bd-e47e-4a17-abf2-76081d74f86f,proj62,,auditor,1,proj51task1a,,False,task,proj52,dept1,2,False,proj61task1a,setStatus,True
7e8494e7-15fc-4e4e-a146-7537c68fc0fc,proj62,proj62,auditor,,proj42task2a,dept4,False,schedule,proj51,dept3,2,False,proj61task1propa,read,True
536c4b76-33de-4b63-8685-a19e8b416861,proj62,proj62,auditor,,proj42task2propa,dept1,False,schedule,proj51,dept4,1,False,proj51task1propa,setCost,True
36a6e399-54aa-47d1-8a42-1bb1140cf026,proj62,proj62,auditor,,proj52task2propa,,False,schedule,proj52,dept3,2,False,proj42task2propa,request,True
bb36aff9-7655-4895-bc1a-7db1c38df6af,proj62,proj62,auditor,2,proj61task1propa,,True,schedule,proj51,dept8,1,False,proj51task2a,setSchedule,True
78479b29-ba76-4d41-8a90-7fdd52632970,proj51,proj51,auditor,,proj62task1a,dept7,True,budget,proj51,dept1,,False,proj51task2a,write,True
c3c6e2f5-1efc-4c27-bb6f-abd75533977d,proj51,,auditor,2,proj51task1a,,False,task,proj61,dept4,2,False,proj52task2propa,setCost,True
42e26ca4-fe5a-426d-9dcb-024db191461c,proj62,proj62,auditor,,proj52task1a,dept2,True,schedule,proj61,dept7,,False,proj61task2propa,approve,True
ce1a5933-7028-4564-bd5b-1bb08c58fdbd,proj52,,auditor,2,proj61task2a,dept4,False,budget,proj52,dept4,1,False,proj52task1propa,write,True
132022f9-71f9-4f7e-84aa-65041e643741,proj61,proj61,auditor,2,proj51task1propa,,True,schedule,proj51,dept1,,False,proj61task2a,write,True
a601b3e9-5759-453d-aea7-c0ba415d5648,proj61,proj61,auditor,,proj52task2a,dept3,True,budget,proj52,dept4,,False,proj51task1a,write,True
e85b372d-7ac6-4170-ab8c-aeb291ded667,proj51,,auditor,1,proj51task1propa,dept2,True,budget,proj52,dept1,,False,proj51task2a,read,True
4ca188f7-99cb-42b3-83a9-d503f2895802,proj62,proj62,auditor,,proj61task1propa,,False,schedule,proj51,dept8,,False,proj51task1propa,request,True
0708f8ef-2d25-4ac2-b24a-f02db65b1ea5,proj62,proj62,auditor,1,proj42task2propa,dept2,True,schedule,proj51,dept3,,False,proj52task2a,write,True
7c38d65f-ddf0-421c-ab2f-50500fc64dc5,proj52,proj52,auditor,,proj52task2a,dept8,False,schedule,proj62,dept2,,False,proj61task1a,read,True
ed1e2c5f-a1de-419c-ad17-1bd6a996b749,proj62,,auditor,2,proj62task1a,,False,budget,proj61,dept4,,False,proj61task2a,setStatus,True
17dfcb2a-ef5b-44f3-8c0a-3dee2f9e79f2,proj52,proj52,auditor,,proj61task2a,dept2,False,task,proj61,dept3,1,False,proj51task1a,approve,True
cf96a44a-5f8e-47eb-baa5-6fc0b6c0eff5,proj61,,auditor,,proj51task1propa,dept7,False,budget,proj52,dept4,1,False,proj61task1propa,approve,True
5f5f309f-356d-4b69-ac7f-d1d66c90809b,proj62,proj62,auditor,2,proj61task2a,dept1,False,schedule,proj52,dept7,,False,proj52task2propa,request,True
1d394840-2f4c-450b-907e-09cda23b68c4,proj52,proj52,auditor,2,proj51task2propa,dept1,True,budget,proj62,dept1,,False,proj61task2a,setCost,True
18b9f294-5575-4cac-9d1f-9ddf16b97dad,proj62,,auditor,2,proj52task1a,dept1,True,schedule,proj51,dept3,,False,proj52task2propa,setStatus,True
28704229-7688-4fd5-a48b-18c3479d5a2c,proj52,,auditor,2,proj61task1a,dept3,False,schedule,proj62,dept4,,False,proj61task2a,approve,True
320b6304-295e-4400-b021-c30df182f3c7,proj51,,auditor,,proj51task1a,,True,schedule,proj61,dept1,,False,proj42task2a,setStatus,True
92d38f6a-62b1-4e55-88fd-581945b4f18d,proj52,,auditor,1,proj51task1a,,False,schedule,proj61,dept2,,False,proj52task2a,write,True
fbbbc98b-e99a-4fcb-9588-237c1031ce8c,proj61,proj61,auditor,2,proj61task2propa,dept8,True,budget,proj51,dept7,,False,proj51task1propa,write,True
1e2f45b3-cccc-45a1-b20c-f6c84abbc618,proj62,proj62,auditor,,proj52task2a,dept7,True,task,proj62,dept8,1,False,proj61task2a,approve,True
c698f894-7243-4e53-ba75-6a2d507ace30,proj52,proj52,auditor,2,proj62task1a,,True,schedule,proj52,dept4,1,False,proj51task2a,write,True
f07d99d8-04ef-4863-a316-4523dc4aa35c,proj61,proj61,auditor,,proj51task2propa,,True,schedule,proj51,dept1,,False,proj62task1a,read,True
aa5ea9c4-474c-410c-8d26-27c9b66f177a,proj51,proj51,auditor,2,proj51task2propa,dept7,True,task,proj61,dept7,1,False,proj62task1a,setSchedule,True
fe5998bb-bfb3-4883-9202-ec460aef1cd6,proj62,proj62,auditor,2,proj51task2propa,,True,task,proj51,dept8,,False,proj61task2propa,write,True
2c520537-31e5-4fa4-9bf2-18eab1209629,proj62,proj62,auditor,,proj42task2propa,,False,schedule,proj61,dept8,2,False,proj51task2a,setStatus,True
2e327215-5390-4074-9750-1867d435a16c,proj62,,auditor,,proj62task1a,,False,schedule,proj51,dept4,1,False,proj52task1propa,approve,True
83c4530d-19ff-4450-8117-6fafef0d9b5b,proj61,,auditor,,proj52task1propa,dept4,False,budget,proj61,dept2,,False,proj51task2propa,setCost,True
07dd17c3-2a18-424e-8262-79d4c445e399,proj51,,auditor,1,proj52task1a,,True,schedule,proj52,dept3,,False,proj52task2propa,setStatus,True
405874b1-9870-4867-b76c-04ebeb87b463,proj61,proj61,auditor,2,proj52task1a,,False,budget,proj52,dept3,2,False,proj51task1a,approve,True
bbe5312e-3bfa-4ffa-a26e-17bdff646c00,proj51,proj51,auditor,,proj52task2a,,True,budget,proj52,dept7,,False,proj62task1a,setCost,True
845feb7a-84ad-4ec5-81d5-b5d9edfa7243,proj61,,auditor,1,proj51task2a,dept2,False,task,proj61,dept1,,False,proj61task1propa,approve,True
c04c76e1-272b-4df9-aad5-67c9eeddfa8c,proj52,proj52,auditor,,proj52task2a,dept4,False,task,proj51,dept1,2,False,proj52task1a,setSchedule,True
0d650848-a8b3-4eeb-9a79-685bcb484cc7,proj52,,auditor,,proj61task2propa,,True,schedule,proj62,dept7,1,False,proj42task2propa,request,True
2423de9d-0d6f-42f8-be42-1c96cb9531f0,proj62,,auditor,,proj51task1propa,,True,task,proj52,dept2,1,False,proj51task1a,write,True
e84e6b61-632b-4647-af5a-19bd55a48dc1,proj61,,auditor,2,proj42task2propa,dept2,True,schedule,proj61,dept7,,False,proj61task2a,setStatus,True
7141ba3c-839a-4c62-9048-b76a6f7cb1fd,proj62,,auditor,2,proj51task2propa,dept3,False,schedule,proj52,dept4,,False,proj42task2a,setStatus,True
08bd1eca-3402-4c85-91ec-62527a45b155,proj62,,auditor,2,proj62task1a,,False,task,proj62,dept3,1,False,proj52task2propa,read,True
127915d4-0455-435e-bacf-8a77b4102ba4,proj61,,auditor,1,proj42task2propa,dept2,True,budget,proj51,dept3,,False,proj61task1a,setCost,True
2b34c5b8-3986-4bed-b22b-534934aede2d,proj51,proj51,auditor,2,proj51task2a,,True,schedule,proj62,dept1,,False,proj62task1a,request,True
a31a1a0b-3f1b-4c15-bfae-1f6cdfdf4fa2,proj61,,auditor,,proj62task1a,dept7,True,task,proj52,dept8,1,False,proj52task1a,approve,True
8d9533d6-b09b-4d6d-aacb-b85c72caed5c,proj51,,auditor,,proj62task1a,dept3,False,task,proj61,dept8,,False,proj61task1a,setSchedule,True
98c6d08d-49fd-4653-8447-8eb94a819136,proj61,proj61,auditor,1,proj51task1a,,True,task,proj51,dept2,2,False,proj52task2a,request,True
a14fee3e-2d16-427b-8d0c-5bde60a99e7f,proj52,proj52,auditor,,proj52task2propa,dept1,True,task,proj51,dept3,2,False,proj42task2a,approve,True
bdba3753-961c-4534-84ca-04763c0591fe,proj52,proj52,auditor,1,proj61task1propa,,False,schedule,proj62,dept7,1,False,proj51task1propa,setCost,True
54548d16-c670-4b5b-bac3-55334b0ae4cf,proj51,,auditor,2,proj61task2a,,False,budget,proj51,dept7,,False,proj61task1propa,setCost,True
4c1fb86e-8aec-448a-b920-457424d93778,proj62,proj62,auditor,,proj52task2a,dept7,True,schedule,proj62,dept1,,False,proj61task2propa,read,True
a75c3739-f18c-4140-897f-cf2cf6c62d5b,proj61,,auditor,2,proj42task2propa,,False,schedule,proj51,dept3,2,False,proj51task2propa,write,True
